"Work Order Number","SA: Type","SA: Schedule Exception Reason","SA: Duration","SA: Status","Entitlement Process Start Time","Created Date","SA: Scheduled Start","SA: Earliest Start Permitted","SA: Due Date","SA: Schedule Mode","SA: Service Territory","SA: Appointment Number"
"WO00033078","Parts Pickup","","30.00","Completed","4/11/2019 12:25 PM","4/11/2019","4/29/2019 9:00 AM","4/23/2019 3:09 PM","4/25/2019 1:28 AM","Manual","AU - VIC","SA-0037790"
"WO00033078","Onsite Visit","No SSRs were found.","80.00","Completed","4/11/2019 12:25 PM","4/11/2019","4/30/2019 10:00 AM","4/11/2019 12:00 AM","4/25/2019 1:28 AM","Manual","AU - VIC","SA-0037791"
"WO00033072","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/11/2019 12:06 PM","4/11/2019","4/12/2019 3:30 PM","4/11/2019 12:00 AM","4/11/2019 4:06 PM","Manual","AU - VIC","SA-0037147"
"WO00032929","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/10/2019 1:08 PM","4/10/2019","4/16/2019 3:30 PM","4/10/2019 12:00 AM","4/10/2019 7:08 PM","Manual","AU - VIC","SA-0037001"
"WO00028719","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/11/2019 8:57 AM","3/11/2019","4/9/2019 5:00 PM","3/10/2019 10:00 PM","3/11/2019 12:57 PM","Manual","NZ - North Island","SA-0032627"
"WO00028719","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/11/2019 8:57 AM","3/11/2019","4/9/2019 5:00 PM","3/10/2019 10:00 PM","3/11/2019 12:57 PM","Manual","NZ - North Island","SA-0032628"
"WO00033269","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/12/2019 2:28 PM","4/12/2019","4/15/2019 9:04 AM","4/12/2019 12:00 AM","4/12/2019 6:28 PM","Manual","AU - NSW","SA-0037326"
"WO00037407","Onsite Visit","No SSRs were found.","80.00","Completed","5/20/2019 1:02 PM","5/20/2019","5/21/2019 10:30 AM","5/20/2019 12:00 AM","5/20/2019 5:02 PM","Manual","AU - NSW","SA-0041533"
"WO00031491","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/31/2019 3:15 AM","3/31/2019","4/3/2019 7:00 PM","3/31/2019 12:00 AM","3/31/2019 9:15 AM","Manual","AU - NSW","SA-0036001"
"WO00031447","Onsite Visit","Due Date is in the past.","80.00","Completed","3/30/2019 4:00 AM","3/30/2019","4/1/2019 8:00 AM","3/30/2019 12:00 AM","3/30/2019 8:00 AM","Manual","AU - NSW","SA-0035540"
"WO00032481","Onsite Visit","","80.00","Completed","4/8/2019 8:50 AM","4/8/2019","4/9/2019 11:00 AM","4/9/2019 8:30 AM","4/9/2019 11:50 AM","Manual","AU - NSW","SA-0036537"
"WO00032307","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 12:07 PM","4/5/2019","4/5/2019 2:00 PM","4/5/2019 1:00 AM","4/5/2019 6:07 PM","Manual","AU - ACT","SA-0036386"
"WO00032307","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/5/2019 12:07 PM","4/5/2019","4/5/2019 1:30 PM","4/5/2019 1:00 AM","4/5/2019 6:07 PM","Manual","AU - ACT","SA-0036385"
"WO00033059","Onsite Visit","","80.00","Completed","4/11/2019 10:57 AM","4/11/2019","4/16/2019 11:45 AM","4/11/2019 12:00 AM","4/11/2019 2:57 PM","Manual","AU - VIC","SA-0037130"
"WO00030536","Parts Pickup","","20.00","Completed","3/23/2019 8:54 AM","3/23/2019","3/25/2019 8:45 AM","3/26/2019 8:29 AM","3/26/2019 9:30 AM","Manual","NZ - North Island","SA-0034607"
"WO00030536","Onsite Visit","No SSRs were found.","80.00","Completed","3/23/2019 8:54 AM","3/23/2019","3/25/2019 9:00 AM","3/26/2019 6:30 AM","3/26/2019 9:30 AM","Manual","NZ - North Island","SA-0034608"
"WO00030540","Onsite Visit","No SSRs were found.","80.00","Completed","3/23/2019 10:10 AM","3/23/2019","4/2/2019 3:00 PM","3/26/2019 9:30 AM","3/26/2019 12:30 PM","Manual","AU - NSW","SA-0034614"
"WO00035463","Onsite Visit","No SSRs were found.","80.00","Completed","5/5/2019 12:38 PM","5/5/2019","5/15/2019 11:41 AM","5/5/2019 12:00 AM","5/6/2019 5:29 PM","Manual","AU - NSW","SA-0039627"
"WO00037933","Onsite Visit","No SSRs were found.","80.00","Completed","5/23/2019 3:40 PM","5/23/2019","5/24/2019 2:34 PM","5/27/2019 8:30 AM","5/27/2019 9:40 AM","Manual","AU - NSW","SA-0042037"
"WO00037436","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/20/2019 4:20 PM","5/20/2019","5/31/2019 9:30 AM","5/20/2019 12:00 AM","5/20/2019 6:20 PM","Manual","AU - QLD","SA-0042980"
"WO00037436","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/20/2019 4:20 PM","5/20/2019","5/31/2019 2:00 PM","5/20/2019 12:00 AM","5/20/2019 6:20 PM","Manual","AU - QLD","SA-0042981"
"WO00035555","Onsite Visit","No SSRs were found.","80.00","Completed","5/6/2019 12:36 PM","5/6/2019","5/7/2019 10:45 AM","5/6/2019 12:00 AM","5/7/2019 5:14 AM","Optimization","AU - NSW","SA-0039738"
"WO00039438","Onsite Visit","","80.00","Completed","6/4/2019 11:10 AM","6/4/2019","6/5/2019 10:45 AM","6/5/2019 8:30 AM","6/5/2019 2:10 PM","Manual","AU - NSW","SA-0043558"
"WO00039438","Parts Pickup","","80.00","Completed","6/4/2019 11:10 AM","6/4/2019","6/5/2019 9:45 AM","6/5/2019 8:30 AM","6/5/2019 2:10 PM","Manual","AU - NSW","SA-0043662"
"WO00034050","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/18/2019 6:50 PM","4/18/2019","5/3/2019 6:30 PM","4/24/2019 8:30 AM","4/29/2019 9:29 PM","Manual","AU - NSW","SA-0038126"
"WO00034051","Onsite Visit","No SSRs were found.","80.00","Completed","4/18/2019 6:50 PM","4/18/2019","4/24/2019 12:30 PM","4/24/2019 8:30 AM","4/24/2019 11:30 AM","Manual","AU - NSW","SA-0038125"
"WO00029875","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/19/2019 5:50 PM","3/19/2019","4/5/2019 8:45 AM","3/18/2019 10:00 PM","3/19/2019 9:50 PM","Manual","NZ - North Island","SA-0033933"
"WO00029875","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/19/2019 5:50 PM","3/19/2019","4/5/2019 9:30 AM","3/18/2019 10:00 PM","3/19/2019 9:50 PM","Manual","NZ - North Island","SA-0033934"
"WO00039920","Parts Pickup","","80.00","Completed","6/6/2019 3:50 PM","6/6/2019","6/7/2019 2:45 PM","6/11/2019 8:30 AM","6/11/2019 9:50 AM","Manual","AU - NSW","SA-0044108"
"WO00039920","Onsite Visit","No SSRs were found.","80.00","Completed","6/6/2019 3:50 PM","6/6/2019","6/11/2019 10:50 AM","6/11/2019 8:30 AM","6/11/2019 9:50 AM","Manual","AU - NSW","SA-0044064"
"WO00031553","Parts Pickup","","20.00","Completed","4/1/2019 9:54 AM","4/1/2019","4/2/2019 9:00 AM","4/2/2019 9:00 AM","4/2/2019 12:54 PM","Optimization","AU - VIC","SA-0035642"
"WO00031553","Onsite Visit","No SSRs were found.","80.00","Completed","4/1/2019 9:54 AM","4/1/2019","4/2/2019 10:20 AM","4/2/2019 9:30 AM","4/2/2019 12:54 PM","Optimization","AU - VIC","SA-0035643"
"WO00036784","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 11:26 AM","5/15/2019","5/15/2019 12:45 PM","5/15/2019 12:00 AM","5/15/2019 5:26 PM","Manual","AU - NSW","SA-0040891"
"WO00031790","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/2/2019 1:50 PM","4/2/2019","4/10/2019 2:30 PM","4/3/2019 9:30 AM","4/3/2019 4:50 PM","Manual","AU - NSW","SA-0035880"
"WO00035468","Onsite Visit","","80.00","Completed","5/5/2019 1:56 PM","5/5/2019","5/8/2019 6:00 PM","5/5/2019 12:00 AM","5/5/2019 5:56 PM","Manual","AU - VIC","SA-0039575"
"WO00031540","Onsite Visit","No Service Territory","80.00","Completed","4/1/2019 8:47 AM","4/1/2019","4/1/2019 10:30 AM","3/31/2019 10:00 PM","4/1/2019 12:47 PM","Manual","","SA-0035633"
"WO00032451","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/7/2019 11:05 AM","4/7/2019","4/11/2019 4:45 PM","4/7/2019 12:00 AM","4/7/2019 3:05 PM","Manual","AU - VIC","SA-0036514"
"WO00027794","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/2/2019 1:05 PM","3/2/2019","5/8/2019 5:15 PM","3/1/2019 10:00 PM","3/2/2019 7:05 PM","Manual","NZ - North Island","SA-0031572"
"WO00027794","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/2/2019 1:05 PM","3/2/2019","5/8/2019 5:11 PM","3/1/2019 10:00 PM","3/2/2019 7:05 PM","Manual","NZ - North Island","SA-0031573"
"WO00035725","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 11:21 AM","5/7/2019","5/7/2019 2:30 PM","5/7/2019 12:00 AM","5/7/2019 3:21 PM","Manual","AU - VIC","SA-0039863"
"WO00037329","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/20/2019 8:53 AM","5/20/2019","5/23/2019 10:00 AM","5/20/2019 12:00 AM","5/22/2019 7:19 PM","Manual","AU - VIC","SA-0041441"
"WO00033684","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/16/2019 2:13 PM","4/16/2019","4/26/2019 6:45 PM","4/15/2019 10:00 PM","4/26/2019 11:33 PM","Manual","NZ - South Island","SA-0038393"
"WO00030018","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/20/2019 3:11 PM","3/20/2019","4/9/2019 9:15 AM","3/20/2019 12:00 AM","3/20/2019 7:11 PM","Manual","AU - NSW","SA-0033938"
"WO00031803","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/2/2019 2:29 PM","4/2/2019","4/15/2019 11:00 AM","4/2/2019 12:00 AM","4/2/2019 6:29 PM","Manual","AU - VIC","SA-0035884"
"WO00039549","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/4/2019 4:30 PM","6/4/2019","6/6/2019 10:15 AM","6/4/2019 12:00 AM","6/4/2019 8:30 PM","Manual","AU - VIC","SA-0043671"
"WO00030307","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/21/2019 2:25 PM","3/21/2019","3/26/2019 2:45 PM","3/21/2019 9:30 AM","3/21/2019 6:25 PM","Manual","AU - NSW","SA-0034332"
"WO00030307","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/21/2019 2:25 PM","3/21/2019","4/1/2019 2:00 PM","3/21/2019 9:30 AM","3/21/2019 6:25 PM","Manual","AU - NSW","SA-0034333"
"WO00035409","Onsite Visit","No SSRs were found.","80.00","Completed","5/3/2019 8:05 PM","5/3/2019","5/7/2019 12:00 PM","5/8/2019 8:30 AM","5/8/2019 3:30 PM","Manual","AU - QLD","SA-0039550"
"WO00037294","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/19/2019 3:54 PM","5/19/2019","5/20/2019 9:15 AM","5/19/2019 12:00 AM","5/19/2019 9:54 PM","Manual","AU - VIC","SA-0041405"
"WO00037294","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/19/2019 3:54 PM","5/19/2019","5/20/2019 10:15 AM","5/19/2019 12:00 AM","5/19/2019 9:54 PM","Manual","AU - VIC","SA-0041406"
"WO00039527","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","6/4/2019 2:39 PM","6/4/2019","6/6/2019 3:30 PM","6/4/2019 12:00 AM","6/4/2019 6:39 PM","Manual","AU - NSW","SA-0043690"
"WO00030067","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/20/2019 4:42 PM","3/20/2019","4/5/2019 4:00 PM","3/22/2019 9:00 AM","3/22/2019 10:42 AM","Manual","AU - VIC","SA-0034004"
"WO00030067","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/20/2019 4:42 PM","3/20/2019","4/10/2019 3:45 PM","3/22/2019 1:00 AM","3/22/2019 10:42 AM","Manual","AU - VIC","SA-0034006"
"WO00040057","Onsite Visit","","80.00","Completed","6/7/2019 2:13 PM","6/7/2019","6/12/2019 10:00 PM","6/7/2019 2:00 AM","6/11/2019 6:36 PM","Manual","AU - WA","SA-0044496"
"WO00039517","Onsite Visit","","80.00","Completed","6/4/2019 2:29 PM","6/4/2019","6/12/2019 9:30 AM","6/4/2019 12:00 AM","6/4/2019 6:29 PM","Manual","AU - NSW","SA-0043647"
"WO00039555","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/4/2019 4:52 PM","6/4/2019","6/6/2019 9:00 AM","6/4/2019 12:00 AM","6/4/2019 8:52 PM","Manual","AU - QLD","SA-0043735"
"WO00039555","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/4/2019 4:52 PM","6/4/2019","6/6/2019 10:15 AM","6/4/2019 12:00 AM","6/4/2019 8:52 PM","Manual","AU - QLD","SA-0043736"
"WO00027996","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/4/2019 11:15 PM","3/4/2019","","3/5/2019 12:00 AM","3/5/2019 5:15 AM","Manual","AU - NSW","SA-0031820"
"WO00030126","Onsite Visit","No SSRs were found.","80.00","Completed","3/20/2019 10:53 PM","3/20/2019","5/23/2019 7:00 AM","3/20/2019 10:00 PM","5/22/2019 5:07 AM","Optimization","NZ - North Island","SA-0041784"
"WO00035403","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/3/2019 7:12 PM","5/3/2019","5/6/2019 1:45 PM","5/3/2019 12:00 AM","5/6/2019 4:07 PM","Manual","AU - NSW","SA-0039545"
"WO00039543","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/4/2019 4:10 PM","6/4/2019","6/6/2019 11:30 AM","6/4/2019 12:00 AM","6/4/2019 6:10 PM","Manual","AU - VIC","SA-0043717"
"WO00039870","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/6/2019 12:41 PM","6/6/2019","6/6/2019 2:45 PM","6/6/2019 12:00 AM","6/6/2019 4:41 PM","Manual","AU - NSW","SA-0044009"
"WO00032130","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 2:05 PM","4/4/2019","4/5/2019 4:00 PM","4/4/2019 12:00 AM","4/4/2019 6:05 PM","Manual","AU - NSW","SA-0036213"
"WO00030105","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","3/20/2019 5:34 PM","3/20/2019","4/10/2019 2:00 PM","3/21/2019 9:30 AM","3/21/2019 12:34 PM","Manual","AU - NSW","SA-0034120"
"WO00030105","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/20/2019 5:34 PM","3/20/2019","4/10/2019 2:00 PM","3/20/2019 9:30 AM","3/20/2019 12:34 PM","Manual","AU - NSW","SA-0034058"
"WO00034637","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/22/2019 3:35 PM","4/22/2019","4/29/2019 11:45 AM","4/23/2019 12:00 AM","4/29/2019 4:53 PM","Manual","AU - ACT","SA-0038728"
"WO00034637","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/22/2019 3:35 PM","4/22/2019","4/29/2019 12:00 PM","4/23/2019 12:00 AM","4/29/2019 4:53 PM","Manual","AU - ACT","SA-0038729"
"WO00034876","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/30/2019 1:50 PM","4/30/2019","5/6/2019 2:00 PM","5/1/2019 8:30 AM","5/6/2019 5:01 PM","Manual","NZ - North Island","SA-0038991"
"WO00028960","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/12/2019 1:21 PM","3/12/2019","4/8/2019 4:00 PM","3/13/2019 9:30 AM","3/13/2019 4:21 PM","Manual","AU - SA","SA-0032778"
"WO00028960","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/12/2019 1:21 PM","3/12/2019","4/18/2019 4:30 PM","3/13/2019 9:00 AM","3/13/2019 4:21 PM","Manual","AU - SA","SA-0032779"
"WO00035328","Parts Pickup","","80.00","Completed","5/3/2019 11:48 AM","5/3/2019","5/7/2019 1:30 PM","5/7/2019 9:00 AM","5/7/2019 2:48 PM","Manual","AU - QLD","SA-0039728"
"WO00035328","Onsite Visit","No SSRs were found.","80.00","Completed","5/3/2019 11:48 AM","5/3/2019","5/7/2019 1:30 PM","5/7/2019 8:30 AM","5/7/2019 2:48 PM","Manual","AU - QLD","SA-0039698"
"WO00035625","Onsite Visit","No SSRs were found.","80.00","Completed","5/6/2019 6:50 PM","5/6/2019","5/8/2019 12:50 PM","5/8/2019 8:30 AM","5/8/2019 11:30 AM","Manual","AU - NSW","SA-0039722"
"WO00027072","Parts Pickup","","20.00","Completed","2/22/2019 4:05 PM","2/22/2019","3/29/2019 11:00 AM","2/22/2019 12:00 AM","2/22/2019 8:05 PM","Manual","AU - VIC","SA-0034860"
"WO00027072","Onsite Visit","","80.00","Completed","2/22/2019 4:05 PM","2/22/2019","4/2/2019 8:45 AM","2/22/2019 12:00 AM","2/22/2019 8:05 PM","Manual","AU - VIC","SA-0034861"
"WO00034629","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/29/2019 7:51 AM","4/29/2019","4/30/2019 9:15 AM","4/28/2019 10:00 PM","4/29/2019 11:51 AM","Manual","NZ - North Island","SA-0038722"
"WO00037654","Onsite Visit","No SSRs were found.","80.00","Completed","5/21/2019 7:00 PM","5/21/2019","5/31/2019 10:50 AM","5/23/2019 8:30 AM","5/27/2019 10:37 PM","Manual","AU - VIC","SA-0041777"
"WO00027192","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","2/25/2019 10:22 PM","2/25/2019","4/2/2019 7:30 AM","2/25/2019 10:00 PM","2/26/2019 2:22 AM","Manual","NZ - North Island","SA-0035372"
"WO00027192","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","2/25/2019 10:22 PM","2/25/2019","4/2/2019 8:00 AM","2/25/2019 10:00 PM","2/26/2019 2:22 AM","Manual","NZ - North Island","SA-0035373"
"WO00035327","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/3/2019 11:28 AM","5/3/2019","5/3/2019 3:00 PM","5/3/2019 1:35 PM","5/3/2019 1:35 PM","Manual","AU - QLD","SA-0039478"
"WO00035424","Onsite Visit","No Service Territory","80.00","Completed","5/2/2019 4:09 PM","5/2/2019","5/4/2019 2:15 PM","5/2/2019 12:30 AM","5/2/2019 8:09 PM","Manual","","SA-0039558"
"WO00037393","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/20/2019 1:10 PM","5/20/2019","5/28/2019 10:15 AM","5/21/2019 8:30 AM","5/24/2019 5:43 PM","Manual","AU - NSW","SA-0041514"
"WO00035745","Parts Pickup","","30.00","Completed","5/7/2019 11:15 AM","5/7/2019","5/28/2019 2:15 PM","5/28/2019 2:00 PM","5/28/2019 6:47 PM","Manual","AU - ACT","SA-0039852"
"WO00035745","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 11:15 AM","5/7/2019","5/28/2019 3:00 PM","5/8/2019 8:30 AM","5/28/2019 6:47 PM","Manual","AU - ACT","SA-0039853"
"WO00035545","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/6/2019 12:16 PM","5/6/2019","5/6/2019 4:00 PM","5/6/2019 12:00 AM","5/6/2019 4:16 PM","Manual","AU - NSW","SA-0039642"
"WO00035729","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 11:25 AM","5/7/2019","5/7/2019 12:00 AM","5/7/2019 12:00 AM","5/7/2019 3:25 PM","Manual","AU - NSW","SA-0039840"
"WO00032917","Onsite Visit","Due Date is in the past.","80.00","Completed","4/10/2019 12:16 PM","4/10/2019","4/23/2019 9:15 PM","4/10/2019 12:00 AM","4/10/2019 4:16 PM","Manual","AU - NSW","SA-0037009"
"WO00035506","Parts Pickup","","30.00","Completed","5/6/2019 10:03 AM","5/6/2019","5/7/2019 9:00 AM","5/7/2019 9:00 AM","5/7/2019 1:03 PM","Optimization","AU - ACT","SA-0039598"
"WO00035506","Onsite Visit","","80.00","Completed","5/6/2019 10:03 AM","5/6/2019","5/7/2019 9:44 AM","5/7/2019 8:30 AM","5/7/2019 1:03 PM","Optimization","AU - ACT","SA-0039599"
"WO00035404","Onsite Visit","","80.00","Completed","5/3/2019 7:18 PM","5/3/2019","5/6/2019 1:45 PM","5/3/2019 12:00 AM","5/3/2019 11:18 PM","Manual","AU - VIC","SA-0039546"
"WO00029648","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","3/18/2019 11:49 AM","3/18/2019","3/18/2019 1:30 PM","3/17/2019 10:00 PM","3/18/2019 3:49 PM","Manual","NZ - South Island","SA-0033526"
"WO00035160","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/2/2019 11:23 AM","5/2/2019","5/3/2019 2:00 PM","5/2/2019 12:00 AM","5/2/2019 3:23 PM","Manual","AU - VIC","SA-0039313"
"WO00029462","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/15/2019 5:42 PM","3/15/2019","5/3/2019 10:00 AM","3/15/2019 12:00 AM","5/2/2019 11:28 PM","Manual","AU - NSW","SA-0036103"
"WO00031494","Parts Pickup","","20.00","Completed","3/31/2019 5:22 AM","3/31/2019","4/2/2019 5:45 PM","4/2/2019 12:00 PM","4/2/2019 2:30 PM","Manual","AU - WA","SA-0035577"
"WO00031494","Onsite Visit","No SSRs were found.","80.00","Completed","3/31/2019 5:22 AM","3/31/2019","4/2/2019 6:15 PM","4/2/2019 11:30 AM","4/2/2019 2:30 PM","Manual","AU - WA","SA-0035578"
"WO00037283","Parts Pickup","","30.00","Completed","5/19/2019 7:32 AM","5/19/2019","5/20/2019 12:00 PM","5/21/2019 7:00 AM","5/21/2019 9:30 AM","Manual","NZ - South Island","SA-0041447"
"WO00037283","Onsite Visit","No SSRs were found.","80.00","Completed","5/19/2019 7:32 AM","5/19/2019","5/20/2019 12:30 PM","5/21/2019 6:30 AM","5/21/2019 9:30 AM","Manual","NZ - South Island","SA-0041448"
"WO00039442","Onsite Visit","","80.00","Completed","6/4/2019 10:59 AM","6/4/2019","6/11/2019 10:00 AM","6/4/2019 12:00 AM","6/4/2019 4:59 PM","Manual","AU - NSW","SA-0043561"
"WO00033265","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/12/2019 2:18 PM","4/12/2019","4/23/2019 3:30 PM","4/15/2019 8:30 AM","4/20/2019 8:40 PM","Manual","AU - NSW","SA-0037322"
"WO00035181","Onsite Visit","No SSRs were found.","80.00","Completed","5/2/2019 12:37 PM","5/2/2019","5/2/2019 1:15 PM","5/2/2019 12:00 AM","5/2/2019 6:37 PM","Manual","AU - VIC","SA-0039341"
